Date,Open,High,Low,Close,Adj Close,Volume
2015-08-31,6.000000,6.250000,6.000000,6.120000,5.985564,4400
2015-09-01,6.180000,6.290000,5.990000,5.990000,5.858420,3200
2015-09-02,6.710000,6.870000,6.300000,6.480000,6.337656,8800
2015-09-03,6.280000,6.860000,6.280000,6.450000,6.308315,2900
2015-09-04,6.450000,6.760000,6.420000,6.480000,6.337656,6000
2015-09-08,6.900000,6.900000,6.560000,6.650000,6.503922,3400
2015-09-09,6.620000,6.950000,6.620000,6.710000,6.562604,3200
2015-09-10,6.750000,6.950000,6.750000,6.800000,6.650627,5800
2015-09-11,6.850000,7.000000,6.850000,7.000000,6.846234,4100
2015-09-14,7.100000,7.280000,7.070000,7.280000,7.120083,2000
2015-09-15,7.400000,7.810000,7.390000,7.810000,7.638441,4100
2015-09-16,7.850000,8.000000,7.560000,7.700000,7.530857,2400
2015-09-17,7.730000,7.900000,7.700000,7.810000,7.638441,2800
2015-09-18,7.900000,7.960000,7.530000,7.530000,7.364592,5600
2015-09-21,7.350000,7.840000,7.340000,7.540000,7.374372,2100
2015-09-22,7.780000,8.000000,7.780000,7.950000,7.775365,1800
2015-09-23,7.960000,8.250000,7.610000,8.090000,7.912290,5500
2015-09-24,8.700000,8.750000,8.030000,8.370000,8.186139,3400
2015-09-25,8.050000,8.790000,8.050000,8.300000,8.117678,4100
2015-09-28,8.300000,8.600000,8.170000,8.400000,8.215480,2200
2015-09-29,8.220000,8.760000,8.220000,8.420000,8.235042,1500
2015-09-30,8.700000,8.700000,8.360000,8.650000,8.459989,2100
2015-10-01,8.630000,8.900000,8.630000,8.740000,8.548013,1100
2015-10-02,8.900000,8.900000,8.550000,8.780000,8.587132,2000
2015-10-05,8.690000,8.850000,8.690000,8.850000,8.655596,900
2015-10-06,8.850000,8.900000,8.850000,8.900000,8.704496,2100
2015-10-07,8.900000,8.930000,8.820000,8.930000,8.733839,2900
2015-10-08,8.900000,8.930000,8.810000,8.930000,8.733839,1900
2015-10-09,8.890000,8.900000,8.410000,8.810000,8.616475,4000
2015-10-12,8.480000,8.590000,8.480000,8.480000,8.293723,1000
2015-10-13,8.550000,8.550000,8.050000,8.150000,7.970972,2400
2015-10-14,8.100000,8.390000,8.100000,8.360000,8.176358,600
2015-10-15,8.360000,8.500000,8.340000,8.500000,8.313285,800
2015-10-16,8.750000,8.750000,8.750000,8.750000,8.557793,200
2015-10-19,8.760000,8.900000,8.750000,8.900000,8.704496,1400
2015-10-20,8.850000,8.850000,8.480000,8.850000,8.655596,1800
2015-10-21,8.850000,8.850000,8.850000,8.850000,8.655596,0
2015-10-22,8.810000,8.810000,8.810000,8.810000,8.616475,200
2015-10-23,8.760000,8.760000,8.420000,8.740000,8.548013,2700
2015-10-26,8.790000,8.790000,8.790000,8.790000,8.596913,200
2015-10-27,8.600000,8.890000,8.600000,8.890000,8.694717,1000
2015-10-28,8.500000,8.500000,8.500000,8.500000,8.313285,700
2015-10-29,8.750000,8.750000,8.750000,8.750000,8.557793,600
2015-10-30,8.820000,8.820000,8.820000,8.820000,8.626254,100
2015-11-02,8.820000,8.820000,8.820000,8.820000,8.626254,0
2015-11-03,8.700000,8.700000,8.700000,8.700000,8.508890,200
2015-11-04,8.700000,8.700000,8.700000,8.700000,8.508890,0
2015-11-05,8.700000,8.700000,8.700000,8.700000,8.508890,0
2015-11-06,8.520000,8.520000,8.520000,8.520000,8.332845,400
2015-11-09,8.520000,8.520000,8.520000,8.520000,8.332845,0
2015-11-10,8.700000,8.700000,8.600000,8.700000,8.508890,500
2015-11-11,8.700000,8.890000,8.700000,8.760000,8.567574,1400
2015-11-12,8.900000,8.900000,8.900000,8.900000,8.704496,200
2015-11-13,8.650000,8.900000,8.650000,8.900000,8.704496,900
2015-11-16,8.800000,8.800000,8.780000,8.780000,8.587132,300
2015-11-17,8.780000,8.780000,8.780000,8.780000,8.587132,0
2015-11-18,8.780000,8.780000,8.780000,8.780000,8.587132,0
2015-11-19,8.900000,8.900000,8.900000,8.900000,8.704496,300
2015-11-20,8.600000,8.600000,8.600000,8.600000,8.411087,200
2015-11-23,8.750000,8.750000,8.480000,8.480000,8.293723,400
2015-11-24,8.660000,8.660000,8.660000,8.660000,8.469769,200
2015-11-25,8.590000,8.650000,8.590000,8.650000,8.459989,1700
2015-11-27,8.900000,8.900000,8.900000,8.900000,8.704496,200
2015-11-30,8.400000,8.400000,8.400000,8.400000,8.215480,300
2015-12-01,8.450000,8.450000,8.250000,8.250000,8.068775,1600
2015-12-02,8.300000,8.300000,7.050000,7.620000,7.452614,6800
2015-12-03,7.600000,7.850000,7.600000,7.800000,7.628661,500
2015-12-04,7.750000,7.800000,7.750000,7.750000,7.579759,800
2015-12-07,7.950000,7.950000,7.950000,7.950000,7.775365,200
2015-12-08,7.700000,7.700000,7.700000,7.700000,7.530857,1100
2015-12-09,7.590000,7.780000,7.590000,7.780000,7.609099,900
2015-12-10,7.780000,7.880000,7.780000,7.880000,7.706903,600
2015-12-11,7.550000,7.600000,7.550000,7.600000,7.433054,300
2015-12-14,7.500000,7.820000,7.500000,7.820000,7.648221,2100
2015-12-15,7.820000,7.820000,7.820000,7.820000,7.648221,0
2015-12-16,7.600000,7.600000,7.600000,7.600000,7.433054,700
2015-12-17,7.600000,7.600000,7.600000,7.600000,7.433054,0
2015-12-18,7.850000,7.850000,7.850000,7.850000,7.718184,200
2015-12-21,7.650000,7.650000,7.650000,7.650000,7.521543,500
2015-12-22,7.650000,7.650000,7.650000,7.650000,7.521543,0
2015-12-23,7.650000,7.650000,7.650000,7.650000,7.521543,0
2015-12-24,7.650000,7.650000,7.650000,7.650000,7.521543,0
2015-12-28,7.760000,7.760000,7.760000,7.760000,7.629695,200
2015-12-29,7.600000,7.600000,7.600000,7.600000,7.472382,600
2015-12-30,7.600000,7.600000,7.600000,7.600000,7.472382,0
2015-12-31,7.600000,7.600000,7.600000,7.600000,7.472382,0
2016-01-04,7.600000,7.600000,7.600000,7.600000,7.472382,0
2016-01-05,7.550000,7.550000,7.500000,7.500000,7.374061,900
2016-01-06,7.500000,7.500000,7.500000,7.500000,7.374061,0
2016-01-07,7.500000,7.500000,7.500000,7.500000,7.374061,0
2016-01-08,7.500000,7.500000,7.500000,7.500000,7.374061,0
